ind,ponto,ponto,especie,ctMm,cpMm,massaG
1,27,ponto27,Cichlasoma paranaense,108.5,86.1,30.3
2,11,ponto11,Rhamdia quelen,170.8,140.1,44.3
3,11,ponto11,Rhamdia quelen,117.9,95.9,14.7
4,1,ponto01,Rhamdia quelen,120.5,99.3,16.3
5,15,ponto15,Rhamdia quelen,86.2,68.6,5.1
6,45,ponto45,Psalidodon gr. fasciatus,66.6,53.3,3.2
7,27,ponto27,Psalidodon gr. fasciatus,93.6,81,12.8
8,46,ponto46,Psalidodon gr. fasciatus,81.7,67.4,7
9,46,ponto46,Psalidodon gr. fasciatus,69.1,53.6,3.7
10,33,ponto33,Cichlasoma paranaense,53.4,41.6,2.6
11,43,ponto43,Characidium gomesi,62.6,48.5,2
12,43,ponto43,Characidium gomesi,73.1,61.7,3.9
13,15,ponto15,Rhamdia quelen,107.2,89.5,8.7
14,51,ponto51,Ancistrus aguaboensis,69.9,67,6.7
15,51,ponto51,Ancistrus aguaboensis,62.4,50.8,3.9
16,51,ponto51,Ancistrus aguaboensis,61.9,50.2,4
17,51,ponto51,Ancistrus aguaboensis,58.8,48.2,3.8
18,51,ponto51,Ancistrus aguaboensis,57.2,44.2,2.9
19,51,ponto51,Ancistrus aguaboensis,46.8,37.7,1.7
20,51,ponto51,Ancistrus aguaboensis,52.8,41,2.3
21,51,ponto51,Ancistrus aguaboensis,40.7,31.2,1
22,51,ponto51,Ancistrus aguaboensis,58.3,46.6,3.7
23,51,ponto51,Ancistrus aguaboensis,58.4,46.2,3.7
24,51,ponto51,Astyanax cf. goyanensis,85.6,69.5,9.1
25,51,ponto51,Astyanax cf. goyanensis,73.1,59.6,5
26,51,ponto51,Astyanax cf. goyanensis,80,66.6,7.4
27,51,ponto51,Astyanax cf. goyanensis,74.5,61.7,5.7
28,51,ponto51,Astyanax cf. goyanensis,51.7,42.7,1.7
29,15,ponto15,Psalidodon gr. fasciatus,89.1,65.9,6.8
30,15,ponto15,Psalidodon gr. fasciatus,97.1,79.2,8.4
31,15,ponto15,Psalidodon gr. fasciatus,107.1,90.3,19.1
32,15,ponto15,Psalidodon gr. fasciatus,81.1,66.2,7.2
33,44,ponto44,Psalidodon gr. fasciatus,75.2,61.4,4.3
34,44,ponto44,Psalidodon gr. fasciatus,72.2,57.4,3.4
35,44,ponto44,Psalidodon gr. fasciatus,63,51.7,2.4
36,44,ponto44,Psalidodon gr. fasciatus,56.4,44.8,1.8
37,44,ponto44,Psalidodon gr. fasciatus,64.7,53,2.4
38,44,ponto44,Psalidodon gr. fasciatus,64.2,51.9,2.2
39,44,ponto44,Psalidodon gr. fasciatus,55.6,44.4,1.9
40,20,ponto20,Psalidodon gr. fasciatus,75.2,61.9,6.2
41,20,ponto20,Psalidodon gr. fasciatus,76.6,67.2,7.4
42,20,ponto20,Psalidodon gr. fasciatus,82.4,68.3,7.1
43,20,ponto20,Hypostomus sp.2,90,67.4,8.9
44,13,ponto13,Psalidodon gr. fasciatus,70.7,59.1,3.7
45,13,ponto13,Psalidodon gr. fasciatus,59.4,48.5,2
46,13,ponto13,Psalidodon gr. fasciatus,33.9,28.2,0.2643
47,22,ponto22,Psalidodon gr. fasciatus,93.7,79.2,11.2
48,22,ponto22,Psalidodon gr. fasciatus,78.7,64.1,6.8
49,22,ponto22,Psalidodon gr. fasciatus,67.2,55.7,3.6
50,22,ponto22,Psalidodon gr. fasciatus,77.8,63.1,5.9
51,22,ponto22,Psalidodon gr. fasciatus,69.5,57.1,4.4
52,22,ponto22,Psalidodon gr. fasciatus,82.5,68.4,7.7
53,22,ponto22,Psalidodon gr. fasciatus,83.7,68.2,8
54,22,ponto22,Psalidodon gr. fasciatus,76.3,65.9,6.2
55,22,ponto22,Psalidodon gr. fasciatus,66.2,56.1,5
56,22,ponto22,Psalidodon gr. fasciatus,73.5,60.2,5.3
57,22,ponto22,Psalidodon gr. fasciatus,79.8,64,6.4
58,22,ponto22,Psalidodon gr. fasciatus,86.1,71.5,8.9
59,22,ponto22,Psalidodon gr. fasciatus,102.4,84.5,13.4
60,22,ponto22,Psalidodon gr. fasciatus,95.2,79.3,12.9
61,22,ponto22,Psalidodon gr. fasciatus,66.2,53.7,3.5
62,22,ponto22,Psalidodon gr. fasciatus,58.9,48.5,2.8
63,22,ponto22,Psalidodon gr. fasciatus,57.9,48.9,2.6
64,22,ponto22,Psalidodon gr. fasciatus,70.6,58.7,4.3
65,22,ponto22,Psalidodon gr. fasciatus,85,69.8,7.7
66,22,ponto22,Psalidodon gr. fasciatus,65.2,53.4,3.5
67,22,ponto22,Psalidodon gr. fasciatus,73,58.4,4.7
68,22,ponto22,Psalidodon gr. fasciatus,91.9,76.3,11.5
69,22,ponto22,Psalidodon gr. fasciatus,61.5,49.9,3.2
70,22,ponto22,Psalidodon gr. fasciatus,63.4,51.9,3.1
71,21,ponto21,Psalidodon gr. fasciatus,77.2,63.6,6
72,21,ponto21,Psalidodon gr. fasciatus,57.1,46.9,2.2
73,21,ponto21,Psalidodon gr. fasciatus,67.3,54.7,3.9
74,21,ponto21,Psalidodon gr. fasciatus,45.6,36.3,1.1
75,21,ponto21,Psalidodon gr. fasciatus,51,41.5,2
76,21,ponto21,Psalidodon gr. fasciatus,69,55.6,4.1
77,21,ponto21,Psalidodon gr. fasciatus,46.5,37.6,1.3
78,21,ponto21,Psalidodon gr. fasciatus,64.2,51.6,3.2
79,21,ponto21,Psalidodon gr. fasciatus,46.5,37,1.1
80,21,ponto21,Psalidodon gr. fasciatus,63,51.4,3.2
81,21,ponto21,Psalidodon gr. fasciatus,53.7,42.2,1.8
82,21,ponto21,Psalidodon gr. fasciatus,55.8,45.6,2.3
83,21,ponto21,Psalidodon gr. fasciatus,52.8,42.9,1.7
84,21,ponto21,Psalidodon gr. fasciatus,50.1,40.6,1.5
85,21,ponto21,Psalidodon gr. fasciatus,50.9,43,1.7
86,21,ponto21,Psalidodon gr. fasciatus,48.2,40.1,1.6
87,21,ponto21,Psalidodon gr. fasciatus,52.7,42.5,1.8
88,21,ponto21,Psalidodon gr. fasciatus,44.8,35.6,1.1
89,21,ponto21,Psalidodon gr. fasciatus,45,36.2,1
90,21,ponto21,Psalidodon gr. fasciatus,44.2,35.2,1.1
91,21,ponto21,Psalidodon gr. fasciatus,40.3,31.9,0.7724
92,21,ponto21,Psalidodon gr. fasciatus,40.3,32.2,0.8245
93,21,ponto21,Psalidodon gr. fasciatus,41.3,33,0.8586
94,21,ponto21,Psalidodon gr. fasciatus,34.9,27.4,0.5312
95,29,ponto29,Psalidodon gr. fasciatus,60.4,49.3,3.1
96,29,ponto29,Psalidodon gr. fasciatus,45.3,35.2,1
97,29,ponto29,Psalidodon gr. fasciatus,45.5,34.9,1
98,29,ponto29,Psalidodon gr. fasciatus,41.5,33,0.8057
99,50,ponto50,Knodus cf. chapadae,55.1,45.6,1.7
100,50,ponto50,Knodus cf. chapadae,49.7,38.9,1
101,50,ponto50,Knodus cf. chapadae,48.2,39.3,1.1
102,50,ponto50,Knodus cf. chapadae,40.7,33.2,0.6394
103,50,ponto50,Knodus cf. chapadae,32,25.8,0.3374
104,50,ponto50,Knodus cf. chapadae,25.7,21.2,0.2065
105,50,ponto50,Knodus cf. chapadae,25,21.5,0.2177
106,50,ponto50,Knodus cf. chapadae,29,23.9,0.257
107,33,ponto33,Phalloceros harpagos,39.7,31,0.7697
108,33,ponto33,Phalloceros harpagos,37.2,30,0.6467
109,33,ponto33,Phalloceros harpagos,22,17.5,0.1054
110,20,ponto20,Psalidodon gr. fasciatus,76.2,61.8,4
111,20,ponto20,Psalidodon gr. fasciatus,60.5,49.9,2.6
112,15,ponto15,Astyanax bimaculatus,72,58.9,4.3
113,28,ponto28,Moenkhausia cf. aurantia,42.3,32.3,0.46
114,19,ponto19,Psalidodon gr. fasciatus,67.9,54.3,2.8
115,19,ponto19,Psalidodon gr. fasciatus,54.9,43.9,1.4
116,19,ponto19,Psalidodon gr. fasciatus,31,24.4,0.2505
117,30,ponto30,Psalidodon gr. fasciatus,67.4,53.1,3
118,30,ponto30,Psalidodon gr. fasciatus,69.3,55.8,3.6
119,30,ponto30,Psalidodon gr. fasciatus,61.2,49.4,1.9
120,30,ponto30,Psalidodon gr. fasciatus,45.9,37.1,1.1
121,23,ponto23,Psalidodon gr. fasciatus,64.8,53.2,3.1
122,23,ponto23,Psalidodon gr. fasciatus,48.8,40.4,1.3
123,23,ponto23,Psalidodon gr. fasciatus,34.9,28.1,0.4575
124,29,ponto29,Hasemania hanseni,31.3,25.3,0.2922
125,39,ponto39,Psalidodon gr. fasciatus,64.8,53.1,3.5
126,39,ponto39,Psalidodon gr. fasciatus,55.9,45.6,2
127,39,ponto39,Psalidodon gr. fasciatus,50.3,41.1,1.6
128,39,ponto39,Psalidodon gr. fasciatus,62.1,50.8,2.9
129,39,ponto39,Psalidodon gr. fasciatus,55.2,45.4,2.1
130,39,ponto39,Psalidodon gr. fasciatus,62,51.2,3
131,39,ponto39,Psalidodon gr. fasciatus,57.8,46,2.3
132,39,ponto39,Psalidodon gr. fasciatus,54.5,43.3,2
133,39,ponto39,Psalidodon gr. fasciatus,52,42.1,1.7
134,39,ponto39,Psalidodon gr. fasciatus,50.7,40.9,1.6
135,39,ponto39,Psalidodon gr. fasciatus,25.7,21,0.2595
136,39,ponto39,Psalidodon gr. fasciatus,21.1,16.1,0.0945
137,52,ponto52,Apareoidon machrisi,53.5,44,1.9
138,49,ponto49,Characidium fasciatum,35.9,28.1,0.4329
139,49,ponto49,Characidium fasciatum,46,37.6,0.8539
140,49,ponto49,Characidium fasciatum,34.6,28.2,0.4205
141,49,ponto49,Characidium fasciatum,32.8,26.8,0.3634
142,15,ponto15,Psalidodon gr. fasciatus,67.5,61.7,5.5
143,15,ponto15,Psalidodon gr. fasciatus,72.8,58.1,5.5
144,47,ponto47,Imparfinis borodini,54,44.3,0.833
145,47,ponto47,Imparfinis borodini,46.3,39.9,0.6025
146,47,ponto47,Imparfinis borodini,60.1,49.1,1.1
147,30,ponto30,Psalidodon gr. fasciatus,51.6,42,1.3
148,52,ponto52,Moenkhausia cf. aurantia,48.8,37.3,1.1
149,52,ponto52,Moenkhausia cf. aurantia,50.7,40.2,1.6
150,52,ponto52,Moenkhausia cf. aurantia,51.1,41.3,1.5
151,52,ponto52,Moenkhausia cf. aurantia,35,29.1,0.5346
152,14,ponto14,Psalidodon gr. fasciatus,80.7,66.1,5.9
153,14,ponto14,Psalidodon gr. fasciatus,58.3,46.1,1.9
154,14,ponto14,Psalidodon gr. fasciatus,53,43.6,1.5
155,21,ponto21,Psalidodon gr. fasciatus,59.1,47.5,1.8
156,21,ponto21,Psalidodon gr. fasciatus,34.7,27.9,0.392
157,21,ponto21,Psalidodon gr. fasciatus,30.4,24.2,0.2736
158,21,ponto21,Psalidodon gr. fasciatus,27.5,21.4,0.1693
159,28,ponto28,Psalidodon gr. fasciatus,48.8,39.8,1
160,28,ponto28,Psalidodon gr. fasciatus,28.1,23.7,0.2287
161,28,ponto28,Psalidodon gr. fasciatus,29,23.6,0.209
162,35,ponto35,Psalidodon gr. fasciatus,44.9,36.5,0.8617
163,35,ponto35,Psalidodon gr. fasciatus,36.5,31.1,0.4469
164,35,ponto35,Psalidodon gr. fasciatus,41,35.2,0.7794
165,29,ponto29,Psalidodon gr. fasciatus,50.9,42.3,1.1
166,15,ponto15,Moenkhausia cf. aurantia,56.3,45.9,1.9
167,47,ponto47,Moenkhausia cf. aurantia,48.6,39.2,1.1
168,47,ponto47,Moenkhausia cf. aurantia,51.9,42.9,1.5
169,47,ponto47,Moenkhausia cf. aurantia,49.8,39.8,1.3
170,47,ponto47,Moenkhausia cf. aurantia,51.1,41.1,1.4
171,47,ponto47,Moenkhausia cf. aurantia,51.3,40.8,1.3
172,47,ponto47,Moenkhausia cf. aurantia,43.2,35.6,0.958
173,47,ponto47,Moenkhausia cf. aurantia,46.6,38.5,1
174,47,ponto47,Moenkhausia cf. aurantia,53.3,42.9,1.5
175,47,ponto47,Moenkhausia cf. aurantia,49.8,40.7,1.3
176,47,ponto47,Moenkhausia cf. aurantia,49,39.8,1.2
177,47,ponto47,Moenkhausia cf. aurantia,48.1,38.7,1.1
178,47,ponto47,Moenkhausia cf. aurantia,44.2,35.1,0.931
179,36,ponto36,Psalidodon gr. fasciatus,56,46.4,2.2
180,36,ponto36,Psalidodon gr. fasciatus,72.5,58,4
181,37,ponto37,Psalidodon gr. fasciatus,34,27.5,0.3206
182,37,ponto37,Psalidodon gr. fasciatus,39.1,32.2,0.503
183,37,ponto37,Psalidodon gr. fasciatus,35.8,29,0.3595
184,32,ponto32,Psalidodon gr. fasciatus,68.3,55.7,3.4
185,32,ponto32,Psalidodon gr. fasciatus,56.7,45.8,1.4
186,32,ponto32,Psalidodon gr. fasciatus,37.8,30,0.5288
187,32,ponto32,Psalidodon gr. fasciatus,42.6,34.7,0.8226
188,32,ponto32,Psalidodon gr. fasciatus,54.4,44.9,1.5
189,32,ponto32,Psalidodon gr. fasciatus,37.6,30.9,0.5233
190,32,ponto32,Psalidodon gr. fasciatus,32,26.6,0.3064
191,47,ponto47,Knodus cf. chapadae,69.6,57.9,3.8
192,47,ponto47,Knodus cf. chapadae,61.1,51.3,2.7
193,47,ponto47,Knodus cf. chapadae,41.5,34.9,0.7836
194,47,ponto47,Knodus cf. chapadae,57,47.5,2
195,47,ponto47,Knodus cf. chapadae,31.8,26.9,0.3789
196,47,ponto47,Knodus cf. chapadae,45.8,38.7,1.1
197,47,ponto47,Knodus cf. chapadae,57.8,47.7,2.3
198,47,ponto47,Knodus cf. chapadae,58.2,50.2,2.3
199,47,ponto47,Knodus cf. chapadae,40.9,34,0.7449
200,47,ponto47,Knodus cf. chapadae,37.4,32.1,0.559
201,47,ponto47,Knodus cf. chapadae,36.5,31.5,0.5928
202,47,ponto47,Knodus cf. chapadae,51.9,43.6,1.5
203,47,ponto47,Knodus cf. chapadae,41.3,33.3,0.8265
204,47,ponto47,Knodus cf. chapadae,40.6,33.4,0.7527
205,47,ponto47,Knodus cf. chapadae,34.7,28,0.4151
206,27,ponto27,Crenicichla britskii,48.1,39.2,0.969
207,27,ponto27,Crenicichla britskii,46.1,39.7,0.847
208,25,ponto25,Psalidodon gr. fasciatus,38.2,30.5,0.3766
209,25,ponto25,Psalidodon gr. fasciatus,41.9,33.1,0.492
210,25,ponto25,Psalidodon gr. fasciatus,31.1,24.3,0.2261
211,22,ponto22,Psalidodon gr. fasciatus,58.7,47.5,1.7
212,22,ponto22,Psalidodon gr. fasciatus,39.6,33.2,0.631
213,33,ponto33,Moenkhausia cf. aurantia,39.4,31.4,0.6323
214,33,ponto33,Moenkhausia cf. aurantia,64,51,2.9
215,33,ponto33,Moenkhausia cf. aurantia,43.2,34.2,0.7625
216,33,ponto33,Moenkhausia cf. aurantia,44.6,35.1,0.8928
217,33,ponto33,Moenkhausia cf. aurantia,44.9,35.8,0.9604
218,33,ponto33,Moenkhausia cf. aurantia,42.8,32.8,0.8246
219,33,ponto33,Moenkhausia cf. aurantia,40.1,30.7,0.6248
220,33,ponto33,Moenkhausia cf. aurantia,40.4,32,0.6388
221,33,ponto33,Moenkhausia cf. aurantia,45.6,36,0.9093
222,33,ponto33,Moenkhausia cf. aurantia,54.6,45.5,2
223,33,ponto33,Moenkhausia cf. aurantia,41.3,32.8,0.7055
224,33,ponto33,Moenkhausia cf. aurantia,43.7,33.8,0.8077
225,33,ponto33,Moenkhausia cf. aurantia,55.5,44.5,1.8
226,33,ponto33,Moenkhausia cf. aurantia,37.8,29,0.4866
227,33,ponto33,Moenkhausia cf. aurantia,38.9,30.8,0.5536
228,27,ponto27,Moenkhausia cf. aurantia,32.1,25.3,0.3051
229,27,ponto27,Moenkhausia cf. aurantia,32.5,25.4,0.2887
230,27,ponto27,Moenkhausia cf. aurantia,37,28.5,0.3715
231,27,ponto27,Moenkhausia cf. aurantia,35,27.6,0.3655
232,27,ponto27,Moenkhausia cf. aurantia,32.7,25.5,0.2995
233,27,ponto27,Moenkhausia cf. aurantia,35.4,28,0.3988
234,27,ponto27,Moenkhausia cf. aurantia,29.7,23.9,0.2684
235,27,ponto27,Moenkhausia cf. aurantia,28.3,24.5,0.2693
236,27,ponto27,Moenkhausia cf. aurantia,33.1,26.4,0.3084
237,27,ponto27,Moenkhausia cf. aurantia,32.5,25.8,0.3248
238,27,ponto27,Moenkhausia cf. aurantia,29,21.9,0.2089
239,27,ponto27,Moenkhausia cf. aurantia,28.1,21.9,0.1787
240,27,ponto27,Moenkhausia cf. aurantia,26.7,22.1,0.2233
241,27,ponto27,Moenkhausia cf. aurantia,31.4,25.6,0.2763
242,27,ponto27,Moenkhausia cf. aurantia,31.2,25.2,0.2546
243,28,ponto28,Characidium zebra,33,27.4,0.278
244,28,ponto28,Characidium zebra,47.7,39.9,0.8996
245,28,ponto28,Characidium zebra,37.9,31.3,0.425
246,28,ponto28,Characidium zebra,34.6,28.3,0.3092
247,36,ponto36,Hasemania hanseni,21.7,17.6,0.071
248,39,ponto39,Poecilia reticulata,37.9,29.5,0.6959
249,39,ponto39,Poecilia reticulata,29.3,23.3,0.2979
250,39,ponto39,Poecilia reticulata,29.3,23.5,0.2911
251,39,ponto39,Poecilia reticulata,30.1,23.8,0.3554
252,39,ponto39,Poecilia reticulata,28.1,20.1,0.195
253,39,ponto39,Poecilia reticulata,36.3,28.6,0.5316
254,39,ponto39,Poecilia reticulata,23.4,19.1,0.157
255,39,ponto39,Poecilia reticulata,39.2,30.3,0.8148
256,31,ponto31,Hypostomus crulsi,54,40,2.2
257,29,ponto29,Characidium gomesi,61.3,51.6,1.9
258,29,ponto29,Characidium gomesi,63.4,54.3,1.8
259,29,ponto29,Hasemania hanseni,31.6,26.2,0.2222
260,31,ponto31,Hasemania hanseni,34.8,28,0.3367
261,33,ponto33,Psalidodon gr. fasciatus,24.2,19.5,0.1459
262,33,ponto33,Psalidodon gr. fasciatus,54.8,44.3,1.8
263,33,ponto33,Psalidodon gr. fasciatus,58,47.2,2.2
264,33,ponto33,Psalidodon gr. fasciatus,53.9,43.7,1.8
265,36,ponto36,Moenkhausia cf. aurantia,36.3,27.6,0.4317
266,36,ponto36,Moenkhausia cf. aurantia,37.7,29.1,0.5469
267,36,ponto36,Moenkhausia cf. aurantia,37.7,28.8,0.4545
268,36,ponto36,Moenkhausia cf. aurantia,33.5,26,0.3306
269,36,ponto36,Moenkhausia cf. aurantia,33.2,24.9,0.287
270,36,ponto36,Moenkhausia cf. aurantia,35.9,27,0.3677
271,36,ponto36,Moenkhausia cf. aurantia,28.2,20.5,0.1777
272,33,ponto33,Hypostomus crulsi,69.3,55.9,4.4
273,47,ponto47,Apareoidon machrisi,47.5,39.2,1.1
274,47,ponto47,Apareoidon machrisi,23.1,18.5,0.1147
275,50,ponto50,Astyanax cf. goyanensis,66.1,52.8,3.4
276,50,ponto50,Astyanax cf. goyanensis,56.3,45.9,2.1
277,50,ponto50,Astyanax cf. goyanensis,42,34.7,0.8215
278,50,ponto50,Astyanax cf. goyanensis,52.7,43,1.5
279,50,ponto50,Astyanax cf. goyanensis,34.3,28,0.4612
280,50,ponto50,Astyanax cf. goyanensis,39.4,31.7,0.679
281,50,ponto50,Astyanax cf. goyanensis,27.4,23.8,0.236
282,50,ponto50,Astyanax cf. goyanensis,28.4,23.5,0.2624
283,26,ponto26,Hypostomus crulsi,60,43.7,3.1
284,26,ponto26,Hypostomus crulsi,64.1,47.5,3.5
285,26,ponto26,Hypostomus crulsi,41.4,30.1,0.9214
286,47,ponto47,Characidium fasciatum,44.3,35.8,0.7064
287,47,ponto47,Characidium fasciatum,42.7,35,0.6573
288,47,ponto47,Characidium fasciatum,41.6,34.4,0.687
289,47,ponto47,Characidium fasciatum,40.7,33.1,0.5948
290,47,ponto47,Characidium fasciatum,39.8,32.9,0.6178
291,47,ponto47,Characidium fasciatum,40.9,31.3,0.582
292,47,ponto47,Characidium fasciatum,41.3,33.3,0.6539
293,47,ponto47,Characidium fasciatum,43.4,35.4,0.743
294,47,ponto47,Characidium fasciatum,38,31.3,0.5004
295,36,ponto36,Psalidodon gr. fasciatus,27.3,21.6,0.2105
296,36,ponto36,Psalidodon gr. fasciatus,30.2,24.9,0.3008
297,36,ponto36,Psalidodon gr. fasciatus,24.5,19,0.1142
298,36,ponto36,Psalidodon gr. fasciatus,31.6,25.7,0.3751
299,36,ponto36,Psalidodon gr. fasciatus,25.3,19.6,0.1442
300,36,ponto36,Psalidodon gr. fasciatus,26.1,20.6,0.1855
301,36,ponto36,Psalidodon gr. fasciatus,23,19.2,0.1652
302,27,ponto27,Hoplias malabaricus,60.2,49.1,1.9088
303,27,ponto27,Hoplias malabaricus,68.9,56.2,3.3387
304,43,ponto43,Cetopsorhamdia iheringi,56.1,44.6,1.0582
305,15,ponto15,Planaltina myersi,63.5,51.6,2.2503
306,52,ponto52,Ancistrus aguaboensis,64.4,47.6,4.043
307,52,ponto52,Ancistrus aguaboensis,48.3,37.2,1.3808
308,9,ponto09,Hasemania hanseni,37.1,29.8,0.4211
309,9,ponto09,Hasemania hanseni,35.5,28,0.3648
310,43,ponto43,Psalidodon gr. fasciatus,60,48.2,2.2743
311,49,ponto49,Astyanax cf. goyanensis,58.8,47.7,2.8013
312,49,ponto49,Astyanax cf. goyanensis,36.2,29.1,0.5692
313,49,ponto49,Astyanax cf. goyanensis,45.6,36.1,1.1181
314,49,ponto49,Astyanax cf. goyanensis,38.7,31.7,0.7074
315,49,ponto49,Astyanax cf. goyanensis,30.9,24.2,0.2984
316,49,ponto49,Astyanax cf. goyanensis,34.4,27.4,0.4866
317,49,ponto49,Astyanax cf. goyanensis,38.1,30.9,0.6022
318,49,ponto49,Astyanax cf. goyanensis,27.4,21.6,0.225
319,49,ponto49,Astyanax cf. goyanensis,24.3,19.2,0.1563
320,32,ponto32,Microlepidogaster longicolla,36.5,28.3,0.3013
321,32,ponto32,Microlepidogaster longicolla,36.1,28.7,0.317
322,32,ponto32,Microlepidogaster longicolla,30,23.6,0.1674
323,42,ponto42,Microlepidogaster longicolla,37.9,30.2,0.3441
324,42,ponto42,Microlepidogaster longicolla,36.2,29.6,0.2988
325,27,ponto27,Hasemania hanseni,26.7,21.7,0.1565
326,27,ponto27,Hasemania hanseni,25.8,21.3,0.1615
327,27,ponto27,Hasemania hanseni,24.8,19.8,0.1103
328,27,ponto27,Hasemania hanseni,24.2,19.5,0.1023
329,27,ponto27,Hasemania hanseni,22.1,18.3,0.0868
330,27,ponto27,Hasemania hanseni,25.5,19.9,0.121
331,27,ponto27,Hasemania hanseni,20.8,16.6,0.0853
332,27,ponto27,Hasemania hanseni,20.8,16.7,0.0783
333,27,ponto27,Hasemania hanseni,22.9,18.4,0.0964
334,27,ponto27,Hasemania hanseni,19.4,16.2,0.0774
335,27,ponto27,Hasemania hanseni,23.7,19.2,0.1096
336,27,ponto27,Hasemania hanseni,27,21.8,0.1557
337,27,ponto27,Hasemania hanseni,23.3,18.4,0.1036
338,27,ponto27,Hasemania hanseni,31.2,24.9,0.2223
339,27,ponto27,Hasemania hanseni,24.2,19,0.1021
340,27,ponto27,Hasemania hanseni,20.6,16.2,0.0643
341,27,ponto27,Hasemania hanseni,22.3,18.1,0.089
342,27,ponto27,Hasemania hanseni,21.8,18.3,0.0942
343,27,ponto27,Hasemania hanseni,23.3,18.9,0.1103
344,27,ponto27,Hasemania hanseni,22.3,18.2,0.0912
345,27,ponto27,Hasemania hanseni,20.2,16.2,0.0694
346,27,ponto27,Hasemania hanseni,19.2,15.5,0.0512
347,27,ponto27,Hasemania hanseni,17.3,13.9,0.0361
348,27,ponto27,Hasemania hanseni,19.5,15.8,0.0763
349,27,ponto27,Characidium zebra,35.4,29.1,0.3445
350,27,ponto27,Characidium zebra,24.1,20.5,0.1313
351,27,ponto27,Characidium zebra,23.1,19.2,0.1015
352,27,ponto27,Characidium zebra,27.2,22.6,0.1553
353,27,ponto27,Characidium zebra,20.6,16.9,0.064
354,27,ponto27,Characidium zebra,22.8,18.7,0.087
355,27,ponto27,Characidium zebra,21.4,17.5,0.0824
356,27,ponto27,Characidium zebra,35.9,30.4,0.4182
357,49,ponto49,Ancistrus aguaboensis,36,25.8,0.5496
358,49,ponto49,Ancistrus aguaboensis,37,27.7,0.6167
359,49,ponto49,Ancistrus aguaboensis,25.2,20,0.1609
360,49,ponto49,Ancistrus aguaboensis,22.8,18.9,0.1326
361,15,ponto15,Knodus moenkhausii,39.1,31.7,0.5343
362,15,ponto15,Knodus moenkhausii,53.8,44.2,1.3616
363,15,ponto15,Knodus moenkhausii,47,38.1,0.8979
364,15,ponto15,Knodus moenkhausii,50.8,40.8,1.0718
365,15,ponto15,Knodus moenkhausii,32.6,26.5,0.2784
366,15,ponto15,Knodus moenkhausii,45.6,35.6,0.6245
367,15,ponto15,Knodus moenkhausii,35.8,28.6,0.4186
368,15,ponto15,Knodus moenkhausii,29,23.6,0.1992
369,15,ponto15,Knodus moenkhausii,25.8,21.1,0.1226
370,15,ponto15,Knodus moenkhausii,32.2,26.3,0.2733
371,15,ponto15,Knodus moenkhausii,44.6,35.3,0.7804
372,15,ponto15,Knodus moenkhausii,51.5,41.6,0.9937
373,15,ponto15,Knodus moenkhausii,37.3,29.6,0.4545
374,15,ponto15,Knodus moenkhausii,29.8,24.7,0.2307
375,15,ponto15,Knodus moenkhausii,29.1,24.2,0.177
376,15,ponto15,Knodus moenkhausii,25.2,21.1,0.1429
377,15,ponto15,Knodus moenkhausii,37.6,30.9,0.4928
378,15,ponto15,Knodus moenkhausii,39.7,32.6,0.4822
379,15,ponto15,Knodus moenkhausii,32.2,26.7,0.2888
380,15,ponto15,Knodus moenkhausii,29.8,24.4,0.2031
381,15,ponto15,Knodus moenkhausii,47.3,38.6,0.8875
382,15,ponto15,Knodus moenkhausii,28.8,23.9,0.1618
383,15,ponto15,Knodus moenkhausii,30.4,25.1,0.2498
384,15,ponto15,Knodus moenkhausii,34.5,27.9,0.3317
385,15,ponto15,Knodus moenkhausii,32.4,26.4,0.2793
386,15,ponto15,Knodus moenkhausii,29.1,24.1,0.1715
387,15,ponto15,Knodus moenkhausii,29.6,25.4,0.2895
388,25,ponto25,Heptapterus sp.,59.4,51.1,1.0705
389,52,ponto52,Knodus cf. chapadae,66.2,53.8,3.0694
390,52,ponto52,Knodus cf. chapadae,55.9,45.6,2.1286
391,15,ponto15,Poecilia reticulata,23,18.1,0.089
392,15,ponto15,Poecilia reticulata,20.6,16.8,0.0698
393,48,ponto48,Astyanax cf. goyanensis,48.1,39.4,1.3406
394,48,ponto48,Astyanax cf. goyanensis,48.8,40.5,1.4129
395,48,ponto48,Astyanax cf. goyanensis,37.3,29.2,0.6821
396,48,ponto48,Astyanax cf. goyanensis,33.1,26.5,0.385
397,48,ponto48,Astyanax cf. goyanensis,22.7,18.6,0.136
398,48,ponto48,Astyanax cf. goyanensis,19.3,15.9,0.0908
399,29,ponto29,Hypostomus crulsi,71.9,57.3,4.1183
400,29,ponto29,Hypostomus crulsi,80,59.6,5.7058
401,15,ponto15,Hypostomus ancistroides,59,42.3,1.5113
402,41,ponto41,Xiphophorus hellerii,34.8,26.4,0.4816
403,30,ponto30,Heptapterus sp.,76.3,65.4,2.204
404,26,ponto26,Heptapterus sp.,67.1,56.4,1.6852
405,26,ponto26,Heptapterus sp.,63.5,53.7,1.6016
406,52,ponto52,Imparfinis borodini,82.2,71.5,2.6772
407,40,ponto40,Xiphophorus hellerii,55,43.6,2.2811
408,40,ponto40,Xiphophorus hellerii,57.8,47.5,2.3474
409,36,ponto36,Psalidodon gr. fasciatus,37.9,30.1,0.4941
410,36,ponto36,Psalidodon gr. fasciatus,36.6,28.2,0.3476
